,electrical_appliances,electrical_appliances,electrical_appliances,electrical_appliances,agro_processing,agro_processing,cooking,cooking,cooking,cooking,drinking_water,drinking_water,service_water,service_water
2018-01-02 22:00:00,950.5707333333323,1470.584233333332,10.500983333333332,0.25146666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 23:00:00,69.35186666666671,76.75994999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 04:00:00,34.177450000000015,14.507333333333348,0.00013333333333333334,0.0,0.0,0.0,194.01761666666656,0.0,8.333333333333333e-05,0.0,0.0,0.0,0.0,0.0
2018-01-03 05:00:00,836.7509999999988,1398.5911166666651,9.83465,21.000816666666665,0.0,0.0,3207.0718333333357,0.0,10.001233333333333,0.0,0.0,0.0,0.0,0.0
2018-01-03 06:00:00,1117.7425666666654,1603.3358833333318,22.0008,32.50106666666667,0.0,0.0,7088.031866666671,0.0,82.00063333333333,0.0,0.0,0.0,0.0,0.0
2018-01-03 07:00:00,51.84735,41.005766666666645,0.00043333333333333337,4.500016666666666,0.0,0.0,3035.074933333337,0.0,80.00051666666667,0.0,0.0,0.0,13.451333333333334,0.12
2018-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0012666666666666666,0.0019,164.01844999999992,0.0,8.00015,0.0,0.0,0.0,346.73466666666667,93.43933333333334
2018-01-03 09:00:00,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,126.76766666666667,260.081
2018-01-03 10:00:00,0.0,0.0,0.0,0.0,0.002,11250.001549999999,0.0,0.0,0.0,0.0,1883.9250000000015,50.118,0.0,0.0
2018-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0018333333333333333,0.002,0.0,0.0,0.0,0.0,2108.916000000002,25.119,0.0,0.0
2018-01-03 12:00:00,0.0,0.0,0.0,0.0,0.00055,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 13:00:00,0.0,0.0,0.0,0.0,7500.001433333334,7916.668133333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 14:00:00,0.0,0.0,0.0,0.0,23333.3344,21666.6678,0.0,0.0,0.0,0.0,0.0,0.0,160.096,180.09300000000002
2018-01-03 15:00:00,0.0,0.0,0.0,0.0,5833.3351,0.002,0.0,0.0,0.0,0.0,0.0,0.0,93.43933333333334,246.74966666666668
2018-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0009166666666666666,0.002,0.0,187.01826666666645,0.0,0.0003333333333333333,1458.9420000000032,25.119,0.12,46.77966666666667
2018-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334,0.0,3273.073283333337,0.0,41.00078333333333,2083.917000000002,0.12,53.44533333333334,46.77966666666667
2018-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7180.030333333338,0.0,120.0,0.0,0.0,0.0,0.0
2018-01-03 19:00:00,55.52138333333336,51.01085000000001,0.00055,0.0001,0.0,0.0,0.0,2845.0856500000023,0.0,20.000983333333334,0.0,0.0,0.0,0.0
2018-01-03 20:00:00,929.5733833333322,1570.8346833333321,10.334816666666667,3.5016833333333333,0.0,0.0,0.0,153.02233333333322,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 21:00:00,1452.902033333332,2071.575049999999,8.0016,37.50066666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 22:00:00,810.5725666666657,1437.8364166666652,13.3338,20.001216666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 23:00:00,70.0140166666667,58.51014999999999,0.00023333333333333333,6.5000333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 04:00:00,32.01506666666669,17.256016666666675,1.3336666666666668,0.0,0.0,0.0,254.01918333333322,0.0,2.00005,0.0,0.0,0.0,0.0,0.0
2018-01-04 05:00:00,739.0920166666658,1248.3473999999985,21.66786666666667,0.0018166666666666667,0.0,0.0,3371.0662166666693,0.0,2.0014499999999997,0.0,0.0,0.0,0.0,0.0
2018-01-04 06:00:00,1059.0744666666653,1597.0847333333318,7.668283333333334,0.002,0.0,0.0,6869.035516666671,0.0,95.00041666666667,0.0,0.0,0.0,0.0,0.0
2018-01-04 07:00:00,58.178466666666665,46.75673333333332,0.0005,0.00028333333333333335,0.0,0.00046666666666666666,2925.0769666666697,0.0,83.00013333333332,0.0,0.0,0.0,46.77966666666667,166.76166666666668
2018-01-04 08:00:00,0.0,0.0,0.0,0.0,1250.0008500000001,1666.6678833333333,201.01621666666668,0.0,0.0,0.0,0.0,0.0,333.40333333333336,253.41533333333336
2018-01-04 09:00:00,0.0,0.0,0.0,0.0,0.002,416.66864999999996,0.0,0.0,0.0,0.0,0.0,0.0,60.111000000000004,186.75866666666667
2018-01-04 10:00:00,0.0,0.0,0.0,0.0,0.002,17083.33465,0.0,0.0,0.0,0.0,1858.9260000000036,0.12,0.0,0.0
2018-01-04 11:00:00,0.0,0.0,0.0,0.0,0.002,0.0013166666666666667,0.0,0.0,0.0,0.0,1733.931000000002,50.118,0.0,0.0
2018-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0005833333333333334,0.0011500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0009666666666666667,0.0018333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 14:00:00,0.0,0.0,0.0,0.0,12916.668150000001,7083.33505,0.0,0.0,0.0,0.0,0.0,0.0,173.42733333333334,0.12
2018-01-04 15:00:00,0.0,0.0,0.0,0.0,13333.3348,12083.334850000001,0.0,0.0,0.0,0.0,0.0,0.0,160.096,0.12
2018-01-04 16:00:00,0.0,0.0,0.0,0.0,12500.00115,0.00135,0.0,105.01514999999993,0.0,0.00030000000000000003,2158.9140000000043,0.12,0.12,0.12
2018-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2768.0779333333357,0.0,0.002,1783.9290000000028,50.118,20.117,246.74966666666668
2018-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7266.028900000004,0.0,17.001716666666667,0.0,0.0,0.0,0.0
2018-01-04 19:00:00,81.34983333333334,32.76138333333335,0.0001,2.500183333333333,0.0,0.0,0.0,3384.0690333333364,0.0,120.0,0.0,0.0,0.0,0.0
2018-01-04 20:00:00,855.7435499999989,1400.8395999999987,11.668050000000001,44.50051666666666,0.0,0.0,0.0,162.01991666666657,0.0,43.00006666666666,0.0,0.0,0.0,0.0
2018-01-04 21:00:00,1548.9014666666653,2419.3139833333344,34.333616666666664,59.000033333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 22:00:00,969.2399666666657,1674.3291999999992,9.66785,6.751533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 23:00:00,108.68436666666666,40.00963333333334,4.000083333333333,1.6666666666666667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 04:00:00,28.179516666666686,31.006299999999996,2.1671666666666667,8.333333333333333e-05,0.0,0.0,181.0217333333332,0.0,0.0002666666666666667,0.0,0.0,0.0,0.0,0.0
2018-01-05 05:00:00,986.9156666666654,1303.095083333332,8.50115,6.251433333333334,0.0,0.0,3052.075300000003,0.0,2.0017833333333335,0.0,0.0,0.0,0.0,0.0
2018-01-05 06:00:00,1039.7459999999985,1599.8355833333314,7.0013,14.001216666666666,0.0,0.0,7203.029950000005,0.0,103.00028333333333,0.0,0.0,0.0,0.0,0.0
2018-01-05 07:00:00,67.34541666666665,28.00751666666668,0.00045,0.0,0.0004,0.00036666666666666667,3083.0792000000024,0.0,75.00061666666667,0.0,0.0,0.0,153.43033333333335,260.081
2018-01-05 08:00:00,0.0,0.0,0.0,0.0,0.002,4583.334733333333,122.02148333333321,0.0,0.0,0.0,0.0,0.0,100.105,313.40633333333335
2018-01-05 09:00:00,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,86.77366666666667,0.12
2018-01-05 10:00:00,0.0,0.0,0.0,0.0,12500.0015,6250.001749999999,0.0,0.0,0.0,0.0,2108.916000000003,25.119000000000003,0.0,0.0
2018-01-05 11:00:00,0.0,0.0,0.0,0.0,5833.334766666667,21666.6678,0.0,0.0,0.0,0.0,1983.9210000000023,75.117,0.0,0.0
2018-01-05 12:00:00,0.0,0.0,0.0,0.0,0.00048333333333333334,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 13:00:00,0.0,0.0,0.0,0.0,0.0018166666666666667,0.0014666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 14:00:00,0.0,0.0,0.0,0.0,20833.3345,5416.66845,0.0,0.0,0.0,0.0,0.0,0.0,193.42433333333335,0.12
2018-01-05 15:00:00,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,20.117,186.75866666666667
2018-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0013833333333333334,0.0017833333333333334,0.0,147.0194166666666,0.0,5.000249999999999,1708.9320000000025,0.12,260.081,0.12
2018-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.00035,0.0,3148.07401666667,0.0,86.00043333333333,1733.9310000000014,0.12,0.12,0.12
2018-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7065.032250000005,0.0,85.00058333333332,0.0,0.0,0.0,0.0
2018-01-05 19:00:00,34.01576666666667,42.51206666666667,0.0005666666666666667,0.0004,0.0,0.0,0.0,3149.0760500000033,0.0,4.001916666666666,0.0,0.0,0.0,0.0
2018-01-05 20:00:00,748.4137333333324,1312.340766666665,11.00095,56.75025,0.0,0.0,0.0,114.02094999999994,0.0,0.00055,0.0,0.0,0.0,0.0
2018-01-05 21:00:00,1435.5711999999987,2312.5653333333335,9.668299999999999,14.501133333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 22:00:00,1011.2415333333321,1517.5835166666652,29.500333333333334,26.501216666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 23:00:00,103.51681666666664,43.257549999999995,10.000033333333333,0.00028333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 04:00:00,33.512433333333355,18.75618333333334,0.0,1.6666666666666667e-05,0.0,0.0,203.02639999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 05:00:00,848.0887833333323,1392.8407999999984,4.5008333333333335,0.00185,0.0,0.0,3025.0782833333365,0.0,53.00063333333333,0.0,0.0,0.0,0.0,0.0
2018-01-06 06:00:00,1023.5802333333321,1593.0829499999986,8.001299999999999,21.001483333333333,0.0,0.0,6745.037583333337,0.0,90.0005,0.0,0.0,0.0,0.0,0.0
2018-01-06 07:00:00,29.846150000000012,38.005999999999986,1.5004833333333336,8.333333333333333e-05,3750.0009666666665,0.0,3474.067883333337,0.0,39.00115,0.0,0.0,0.0,53.44533333333334,213.42133333333337
2018-01-06 08:00:00,0.0,0.0,0.0,0.0,15833.334700000001,0.0014,241.02111666666644,0.0,0.00018333333333333334,0.0,0.0,0.0,13.451333333333334,300.07500000000005
2018-01-06 09:00:00,0.0,0.0,0.0,0.0,13333.3348,2083.33525,0.0,0.0,0.0,0.0,0.0,0.0,120.10200000000002,0.12
2018-01-06 10:00:00,0.0,0.0,0.0,0.0,0.002,10416.668249999999,0.0,0.0,0.0,0.0,1608.9360000000017,0.12,0.0,0.0
2018-01-06 11:00:00,0.0,0.0,0.0,0.0,0.0015833333333333333,7500.001316666667,0.0,0.0,0.0,0.0,1858.926000000003,50.118,0.0,0.0
2018-01-06 12:00:00,0.0,0.0,0.0,0.0,0.00095,0.0006333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 13:00:00,0.0,0.0,0.0,0.0,6666.6684,833.33455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 14:00:00,0.0,0.0,0.0,0.0,0.002,15000.001400000001,0.0,0.0,0.0,0.0,0.0,0.0,160.096,93.43933333333334
2018-01-06 15:00:00,0.0,0.0,0.0,0.0,0.002,4583.33515,0.0,0.0,0.0,0.0,0.0,0.0,193.42433333333335,186.75866666666667
2018-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0017333333333333335,0.0018833333333333334,0.0,125.02283333333325,0.0,1.0,2058.918000000002,25.119000000000003,6.785666666666668,20.117
2018-01-06 17:00:00,0.0,0.0,0.0,0.0,0.0001,0.0002666666666666667,0.0,3581.068950000004,0.0,60.000499999999995,2008.920000000002,25.119000000000003,306.7406666666667,0.12
2018-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7298.028366666671,0.0,89.00051666666667,0.0,0.0,0.0,0.0
2018-01-06 19:00:00,67.18705000000004,19.262616666666677,3.0006,0.00013333333333333334,0.0,0.0,0.0,2640.0843666666688,0.0,30.001199999999997,0.0,0.0,0.0,0.0
2018-01-06 20:00:00,874.0797166666654,1327.8407166666652,25.3343,23.500616666666666,0.0,0.0,0.0,96.02329999999998,0.0,0.00016666666666666666,0.0,0.0,0.0,0.0
2018-01-06 21:00:00,1447.904133333332,2094.3224499999988,25.667066666666667,40.50083333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 22:00:00,1026.0697999999986,1670.0788333333319,4.334066666666668,38.25076666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 23:00:00,95.85221666666664,52.50936666666665,0.0,3.0001666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,203.02204999999992,0.0,0.00046666666666666666,0.0,0.0,0.0,0.0,0.0
2018-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3121.0783166666683,0.0,6.0019,0.0,0.0,0.0,0.0,0.0
2018-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7166.030566666671,0.0,106.00023333333334,0.0,0.0,0.0,0.0,0.0
2018-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3085.075833333337,0.0,70.0003,0.0,0.0,0.0,0.12,0.12
2018-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,82.01984999999999,0.0,0.00013333333333333334,0.0,0.0,0.0,426.7226666666667,6.785666666666668
2018-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.43333333333334,220.08700000000002
2018-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.9210000000026,0.12,0.0,0.0
2018-01-07 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.9200000000026,25.119000000000003,0.0,0.0
2018-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12
2018-01-07 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.76766666666668,273.4123333333334
2018-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.02076666666645,0.0,0.0005333333333333334,1908.9240000000018,50.118,53.44533333333334,266.74666666666667
2018-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3073.075533333337,0.0,0.00165,1633.935000000002,25.119,40.114000000000004,0.12
2018-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6577.0403833333385,0.0,86.00056666666666,0.0,0.0,0.0,0.0
2018-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506.069933333337,0.0,97.00025000000001,0.0,0.0,0.0,0.0
2018-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.02078333333316,0.0,2.0001166666666665,0.0,0.0,0.0,0.0
2018-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
